UCI FJX v6.7c JPL10 -2013c (14Mar2011) strat & trop & VOCs- requires JX v6.7
NW-JValues   62   18  NQQQ,NWWW - nominally NJVAL = NQQQ (# Xsects)
w-eff (nm)      187.      191.      193.      196.      202.      208.
                211.      214.      261.      267.      277.      295.
                303.      310.      316.      333.      380.      574.
SOL#/cm2/s 1.391E+12 1.627E+12 1.664E+12 9.278E+11 7.842E+12 4.680E+12
           9.918E+12 1.219E+13 6.364E+14 4.049E+14 3.150E+14 5.889E+14
           7.678E+14 5.045E+14 8.902E+14 3.853E+15 1.547E+16 2.131E+17
Raylay cm2 5.073E-25 4.479E-25 4.196E-25 3.906E-25 3.355E-25 2.929E-25
           2.736E-25 2.581E-25 1.049E-25 9.492E-26 8.103E-26 6.131E-26
           5.422E-26 4.923E-26 4.514E-26 3.643E-26 2.087E-26 3.848E-27
O2     180 1.727E-21 1.989E-22 3.004E-23 9.833E-24 7.306E-24 6.827E-24  J10
           6.238E-24 5.731E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O2     260 2.273E-21 3.070E-22 4.943E-23 1.408E-23 7.688E-24 6.827E-24  J10
           6.238E-24 5.731E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O2     300 2.763E-21 4.269E-22 7.478E-23 2.100E-23 8.350E-24 6.827E-24  J10
           6.238E-24 5.731E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O3     218 5.989E-19 4.856E-19 4.307E-19 3.653E-19 3.410E-19 4.849E-19  J10
           6.534E-19 9.320E-19 8.759E-18 3.511E-18 1.508E-18 7.924E-19
           2.456E-19 8.902E-20 3.659E-20 4.539E-21 6.165E-23 1.666E-21
O3     260 5.991E-19 4.860E-19 4.315E-19 3.666E-19 3.422E-19 4.844E-19  J10
           6.517E-19 9.298E-19 8.835E-18 3.568E-18 1.550E-18 8.289E-19
           2.631E-19 9.814E-20 4.181E-20 5.604E-21 6.165E-23 1.666E-21
O3     295 5.992E-19 4.863E-19 4.321E-19 3.678E-19 3.432E-19 4.840E-19  J10
           6.504E-19 9.279E-19 8.899E-18 3.615E-18 1.585E-18 8.594E-19
           2.778E-19 1.057E-19 4.615E-20 6.493E-21 6.165E-23 1.666E-21
O3(1D) 180 4.896E-01 5.074E-01 5.269E-01 5.647E-01 6.554E-01 7.358E-01  J10
           7.769E-01 8.169E-01 9.000E-01 9.000E-01 8.984E-01 9.000E-01
           8.945E-01 4.562E-01 9.226E-02 7.702E-02 0.000E+00 0.000E+00
O3(1D) 260 4.898E-01 5.078E-01 5.272E-01 5.648E-01 6.554E-01 7.356E-01  J10
           7.769E-01 8.167E-01 9.000E-01 9.000E-01 8.985E-01 9.000E-01
           8.951E-01 5.051E-01 1.469E-01 8.476E-02 0.000E+00 0.000E+00
O3(1D) 300 4.896E-01 5.073E-01 5.269E-01 5.649E-01 6.556E-01 7.357E-01  J10
           7.768E-01 8.169E-01 9.000E-01 9.000E-01 8.986E-01 9.000E-01
           8.967E-01 5.688E-01 2.358E-01 9.762E-02 0.000E+00 0.000E+00
NO     298 6.054E-19 6.936E-19 3.475E-19 0.000E+00 0.000E+00 0.000E+00  J10x0.6
           0.000E+00 8.892E-21 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
NO    x300 6.054E-19 6.936E-19 3.475E-19 0.000E+00 0.000E+00 0.000E+00  J10x0.6
           0.000E+00 8.892E-21 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
H2COa  223 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 5.549E-23 3.140E-21 1.021E-20 1.269E-20 2.324E-20
           2.496E-20 1.132E-20 2.182E-20 4.748E-21 0.000E+00 0.000E+00
H2COa  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 5.549E-23 3.144E-21 1.017E-20 1.266E-20 2.316E-20
           2.495E-20 1.130E-20 2.188E-20 4.754E-21 0.000E+00 0.000E+00
H2COb  223 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 8.771E-23 3.641E-21 5.784E-21 5.320E-21 8.182E-21
           7.911E-21 4.006E-21 1.081E-20 1.082E-20 2.088E-22 0.000E+00
H2COb  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 8.771E-23 3.647E-21 5.764E-21 5.308E-21 8.153E-21
           7.909E-21 3.998E-21 1.084E-20 1.085E-20 2.082E-22 0.000E+00
H2O2   200 6.498E-19 6.198E-19 5.894E-19 5.428E-19 4.447E-19 3.755E-19  J10
           3.457E-19 3.197E-19 5.346E-20 4.851E-20 3.418E-20 8.407E-21
           5.029E-21 3.307E-21 2.221E-21 8.598E-22 1.808E-23 0.000E+00
H2O2   300 6.498E-19 6.198E-19 5.894E-19 5.428E-19 4.447E-19 3.755E-19  J10
           3.457E-19 3.197E-19 5.466E-20 4.962E-20 3.518E-20 9.353E-21
           5.763E-21 3.911E-21 2.718E-21 1.138E-21 2.420E-23 0.000E+00
CH3OOH 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.120E-19  J10
           2.882E-19 2.287E-19 2.717E-20 2.738E-20 2.140E-20 5.623E-21
           3.520E-21 2.403E-21 1.697E-21 7.230E-22 6.968E-23 0.000E+00
CH3OOH 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.120E-19  J10
           2.882E-19 2.287E-19 2.717E-20 2.738E-20 2.140E-20 5.623E-21
