Wet/Dry Deposition Params (rev Prather & Neu, 1/2008)    
(i2,1x,a10,L3,f7.2,3x,i1,e9.1,f7.0,e9.1,f7.0,f4.0,3e9.1,9f5.1)
71 tracers    AER   WETL CHN  TCHENA TCHENB   TCKAQA TCKAQB ION   DEPLA    DEPOC    DEPCR   L1   L2   L3   L4   L5   L6   L7   L8   L9
23 CH3CHO      F   0.00   1  1.4d 01   5600  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 23  MeCHO      
24 MeCO3       F   0.00   0  1.0d-01      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 24  MeCO3      
25 PAN         F   0.00   0  2.9d 00   5900  1.00d 0      0   0  1.0d-01  2.0d-02  2.0d-02  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 25  PAN        
26 Alkane      F   0.00   0  1.2d-03   3100  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 26  Alkane     
27 ROHOO       F   0.00   0  0.0d 00      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 27  ROHOO      
28 Alkene      F   0.00   0  7.4d-03   3400  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 28  Alkene     
29 Aromatic    F   0.00   0  1.5d-01   4000  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 29  Aromatic   
30 Isoprene    F   0.00   0  1.3d-02      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 30  Isoprene   
31 MVKMACR     F   0.00   0  2.1d 01   7800  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 31  MVKMACR    
32 ISOK        F   0.00   1  1.3d 01   7800  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 32  MVKMACR    
33 H2S         F   0.00   0  8.7d-02   2100  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 33  H2S        
34 DMS         F   0.00   0  4.8d-01   3100  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 34  Me2S (OSLO)
35 Me2SO       F   0.00   0  5.0d 04      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 35  Me2SO      
36 Me2SO2      F   0.00   0  5.0d 04      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 36  Me2SO2     
37 MeSO3H      T   0.00   0  1.0d 08      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 37  MeSO3H     
38 MSA         T   0.00   0  5.0d 04      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 38  MSA  (OSLO)
39 SO2         F   0.00   0  1.2d 00   3020  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 39  SO2  (OSLO)
40 SO3         F   0.00   0  1.0d 08      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 40  SO3        
41 SO4         T   0.00   0  1.0d 08      0  1.00d 0      1   1  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 41  H2SO4 (OSLO)
42 SF6         F   0.00   0  2.4d-04   2400  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 42  SF6        
43 Rn          F   0.00   0  9.3d-03   2600  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 43  Rn         
44 Pb          T   0.00   0        0      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  4.0  4.0 10.0 20.0 20.0 20.0 40.0 40.0  0.0 44  Pb         
45 CO2         F   0.00   0        0      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 45  CO2        
46 BCBBPHIL    T   1.00   3  1.0d 08      0  1.00d 0      1   1  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 46  BCBBPHIL
47 OCBBPHIL    T   1.00   3  1.0d 08      0  1.00d 0      1   1  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 47  OCBBPHIL
48 BCFFPHIL    T   1.00   3  1.0d 08      0  1.00d 0      1   1  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 48  BCFFPHIL
49 OCFFPHIL    T   1.00   3  1.0d 08      0  1.00d 0      1   1  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 49  OCFFPHIL
50 SALT01      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 50  SALT01
51 SALT02      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 51  SALT02
52 SALT03      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 52  SALT03
53 SALT04      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 53  SALT04
54 SALT05      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 54  SALT05
55 SALT06      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 55  SALT06
56 SALT07      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 56  SALT07
57 SALT08      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 57  SALT08
58 DUST01      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 58  DUST01
59 DUST02      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 59  DUST02
60 DUST03      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 60  DUST03
61 DUST04      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 61  DUST04
62 DUST05      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 62  DUST05
63 DUST06      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 63  DUST06
64 DUST07      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 64  DUST07
65 DUST08      T   1.00   3  1.0d 08      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 65  DUST08
66 HNO3s       F   1.00   3  2.1d 05   8700  3.80d 2      1   1  2.0d 00  1.0d 00  1.0d 00  2.0  2.0  5.0 10.0 10.0 10.0 20.0 20.0  0.0 66  HONO2 (solid OSLO)
67 NH3         F   0.00   1  3.3d 06      0  1.00d 0      0   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 67  NH3
68 NH4fine     T   1.00   3        0      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 68  NH4fine
69 NH4coarse   T   1.00   3        0      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 69  NH4coarse
70 NO3fine     T   1.00   3        0      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 70  NO3fine
71 NO3coarse   T   1.00   3        0      0  1.00d 0      1   0  0.0d 00  0.0d 00  0.0d 00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 71  NO3coarse
71 tracer     AER   WETL CHN    TCHENA TCHENB   TCKAQA TCKAQB ION   DEPLA    DEPOC    DEPCR   L1   L2   L3   L4   L5   L6   L7   L8   L9

Explanation

AER:    Used in routine SCAV_UPD, which is not used in CTM3.
WETL:   Fraction for convective removal. CTM3: The fraction of dissolved gas in cloud droplets.
CHN:    CTM3 only: Specify how the amount of dissolved gas is calculated.
	0: Fraction washed out given by WETL.
        1: Fraction dissolved calculated from Henry coefficients, fraction washed out by multiplying with QFRAC.
	2: Hard coded Henry coefficients (in p-cnvw_oc.f).
	3: Fraction dissolved set by WETL, fraction washed out by multiplying with QFRAC.
TCKAQA: Enhancement factor for the Henry coefficient.
TCKAQB: 0: washout limited by Henry's Law, 1: washout kinetically limited (this is for highly soluble species).
ION:    1 if soluble in ice.
L1-L9:  For simple washout scheme.
