MEGANv2.10 input for Oslo CTM3
==================================================================================================================================
G2012 Table 4. Note that beta = TDF_PRM, Ct1 = Ctm1 and Ceo = CLeo in MEGAN code. Rho = factor for prod/loss within canopy.
Nr MEGAN-NAME beta  LDF   Ct1   Ceo   Anew  Agro  Amat  Aold  Rho   Mw(not used)
----------------------------------------------------------------------------------------------------------------------------------
01 'ISOP'     0.13  1.00   95.  2.00  0.05  0.60  1.00  0.90  1.00   68.12
02 'MYRC'     0.10  0.60   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
03 'SABI'     0.10  0.60   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
04 'LIMO'     0.10  0.20   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
05 'A_3CAR'   0.10  0.20   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
06 'OCIM'     0.10  0.80   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
07 'BPIN'     0.10  0.20   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
08 'APIN'     0.10  0.60   80.  1.83  2.00  1.80  1.00  1.05  1.00  136.23
09 'OMTP'     0.10  0.40   80.  1.83  2.00  1.80  1.00  1.05  1.00  140.47   ! Mw is weighted mean
10 'FARN'     0.17  0.50  130.  2.37  0.40  0.60  1.00  0.95  1.00  204.35
11 'BCAR'     0.17  0.50  130.  2.37  0.40  0.60  1.00  0.95  1.00  204.35
12 'OQST'     0.17  0.50  130.  2.37  0.40  0.60  1.00  0.95  1.00  204.46   ! Mw is weighted mean
13 'MBO'      0.13  1.00   95.  2.00  0.05  0.60  1.00  0.90  1.00   86.13
14 'MEOH'     0.08  0.80   60.  1.60  3.50  3.00  1.00  1.20  1.00   32.04
15 'ACTO'     0.10  0.20   80.  1.83  1.00  1.00  1.00  1.00  1.00   58.08
16 'CO'       0.08  1.00   60.  1.60  1.00  1.00  1.00  1.00  1.00   28.01
17 'NO'       0.10  0.00   80.  1.83  1.00  1.00  1.00  1.00  1.00   30.01
18 'BIDIR'    0.13  0.80   95.  2.00  1.00  1.00  1.00  1.00  1.00   44.05   ! Mw is weighted mean
19 'STRESS'   0.10  0.80   80.  1.83  1.00  1.00  1.00  1.00  1.00   66.86   ! Mw is weighted mean
20 'OTHER'    0.10  0.20   80.  1.83  1.00  1.00  1.00  1.00  1.00   76.24   ! Mw is weighted mean
-END- ============================================================================================================================
Canopy types
As in G2012, but splitting 15 to 15+16 (as in MEGAN). MEGAN code had canopy 2 and 3 swapped - CTM3 keeps G2012 order.
NR MGN_PFT      MGN_NAM                                 MGN_DUM
----------------------------------------------------------------------------------------------------------------------------------
01 'NT_EG_TEMP' 'Needleaf evergreen temperate tree  '
02 'NT_EG_BORL' 'Needleaf evergreen boreal tree     '
03 'NT_DC_BORL' 'Needleaf deciduous boreal tree     '
04 'BT_EG_TROP' 'Broadleaf evergreen tropical tree  '
05 'BT_EG_TEMP' 'Broadleaf evergreen temperate tree '
06 'BT_DC_TROP' 'Broadleaf deciduous tropical tree  '
07 'BT_DC_TEMP' 'Broadleaf deciduous temperate tree '
08 'BT_DC_BORL' 'Broadleaf deciduous boreal tree    '
09 'SB_EG_TEMP' 'Broadleaf evergreen temperate shrub'
10 'SB_DC_TEMP' 'Broadleaf deciduous temperate shrub'
11 'SB_DC_BORL' 'Broadleaf deciduous boreal shrub   '
12 'GS_C3_COLD' 'Cool/Arctic C3 grass               '
13 'GS_C3_COOL' 'C3 grass (cool)                    '
14 'GS_C3_WARM' 'C4 grass (warm)                    '
15 'CORN      ' 'Corn                               '
16 'CROP      ' 'Other crops                        '
-END- ============================================================================================================================
Canopy Characteristics: See bottom for description.
Char\Typ 1      2      3      4      5      6      7      8      9      10      11      12      13     14     15     16
----------------------------------------------------------------------------------------------------------------------------------
01       16.    16.    16.    16.    16.    16.    16.    16.     1.     1.      1.      0.756   0.756  0.756  1.     1.
02        0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.015  0.015   0.015   0.015   0.015  0.015  0.02   0.02
03        0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1     0.1     0.15    0.15   0.15   0.15   0.15 
04       24.    24.    24.    24.    24.    24.    24.    24.     2.     2.      2.      0.75    0.75   0.75   1.     1.
05        0.2    0.2    0.2    0.2    0.2    0.2    0.2    0.2    0.2    0.2     0.2     0.2     0.2    0.2    0.2    0.2
06        0.8    0.8    0.8    0.8    0.8    0.8    0.8    0.8    0.8    0.8     0.8     0.8     0.8    0.8    0.8    0.8  
07        0.057  0.057  0.057  0.057  0.057  0.057  0.057  0.057  0.057  0.057   0.057   0.057   0.057  0.057  0.057  0.057
08        0.389  0.389  0.389  0.389  0.389  0.389  0.389  0.389  0.389  0.389   0.389   0.389   0.389  0.389  0.389  0.389
09        0.85   0.85   0.85   1.1    0.95   1.1    0.95   0.95   0.85   0.85    0.85    0.76    0.76   0.76   0.65   0.65
10        0.95   0.95   0.95   0.95   0.95   0.95   0.95   0.95   0.95   0.95    0.95    0.95    0.95   0.95   0.95   0.95
11        1.25   1.25   1.25   1.25   1.25   1.25   1.25   1.25   1.00   1.00    1.00    1.25    1.25   1.25   1.25   1.25
12        0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06    0.06    0.06    0.06   0.06   0.06   0.06
13       -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06   -0.06   -0.06   -0.06  -0.06  -0.06  -0.06
14      700.   700.   700.   700.   700.   700.   700.   700.   700.   700.    700.    700.    700.   700.   700.   700.
15      150.   150.   150.   150.   150.   150.   150.   150.   150.   150.    150.    150.    150.   150.   150.   150.
16        0.7    0.7    0.7    0.7    0.7    0.7    0.7     0.7   0.7    0.7     0.7     0.7     0.7    0.7    0.7    0.7
17        0.2    0.2    0.2    0.2    0.2    0.2    0.2     0.2   0.2    0.2     0.2     0.2     0.2    0.2    0.2    0.2
-END- ============================================================================================================================
Emission factor for 20 MEGAN species on 16 canopy types
Combines G2012 table 2 with MEGAN code, but adds flag 'use_EFmaps' for
species where table 2 is not used in MEGAN code.
Uses the same 16 canopy types as above.
Spec/Type    1      2     3     4        5      6       7       8      9     10     11     12    13    14    15    16    use_EFmaps
-----------------------------------------------------------------------------------------------------------------------------------------
01         600.  3000.    1.  7000.  10000.  7000.  10000.  11000.  2000.  4000.  4000.  1600.  800.  200.    1.    1.   0    'ISOP' !map exists 
02          70.    70.   60.    80.     30.    80.     30.     30.    30.    50.    30.     0.3   0.3   0.3   0.3   0.3  0    'MYRC' !map exists
03          70.    70.   40.    80.     50.    80.     50.     50.    50.    70.    50.     0.7   0.7   0.7   0.7   0.7  0    'SABI' !map exists
04         100.   100.  130.    80.     80.    80.     80.     80.    60.   100.    60.     0.7   0.7   0.7   0.7   0.7  0    'LIMO' !map exists
05         160.   160.   80.    40.     30.    40.     30.     30.    30.   100.    30.     0.3   0.3   0.3   0.3   0.3  0    'A_3CAR' !map exists
06          70.    70.   60.   150.    120.   150.    120.    120.    90.   150.    90.     2.    2.    2.    2.    2.   0    'OCIM' !map exists
07         300.   300.  200.   120.    130.   120.    130.    130.   100.   150.   100.     1.5   1.5   1.5   1.5   1.5  0    'BPIN' !map exists
08         500.   500.  510.   600.    400.   600.    400.    400.   200.   300.   200.     2.    2.    2.    2.    2.   0    'APIN' !map exists
09         180.   180.  170.   150.    150.   150.    150.    150.   110.   200.   110.     5.    5.    5.    5.    5.   0    'OMTP'
10          40.    40.   40.    60      40.    60.     40.     40.    40.    40.    40.     3.    3.    3.    4.    4.   0    'FARN'
11          80.    80.   80.    60.     40.    60.     40.     40.    50.    50.    50.     1.    1.    1.    2.    4.   0    'BCAR'
12         120.   120.  120.   120.    100.   120.    100.    100.   100.   100.   100.     2.    2.    2.    2.    2.   0    'OQST'
13         700.    60.    0.01   0.01    0.01   0.01    0.01    2.     0.01   0.01   0.01   0.01  0.01  0.01  0.01  0.01 0    'MBO' !map exists
14         900.   900.  900.   500.    900.   500.    900.    900.   900.   900.   900.   500.  500.  500.  900.  900.   0    'MEOH'
15         240.   240.  240.   240.    240.   240.    240.    240.   240.   240.   240.    80.   80.   80.   80.   80.   0    'ACTO'
16         600.   600.  600.   600.    600.   600.    600.    600.   600.   600.   600.   600.  600.  600.  600.  600.   0    'CO'
17           6.     6.    6.     5.      5.     5.      5.      5.    30.    30.    30.    70.   70.   70.   70.   70.   0    'NO' !map exists
18         500.   500.  500.   500.    500.   500.    500.    500.   500.   500.   500.    80.   80.   80.   80.   80.   0    'BIDIR'
19         300.   300.  300.   300.    300.   300.    300.    300.   300.   300.   300.   300.  300.  300.  300.  300.   0    'STRESS'
20         140.   140.  140.   140.    140.   140.    140.    140.   140.   140.   140.   140.  140.  140.  140.  140.   0    'OTHER'
-END- ===================================================================================================================================
MEGAN speciated species (150 of them), their molecular weight and mapping to the 20 MEGAN species and CTM species,
and emission fractions (EF_all) for speciation from 20 MEGAN categories to 150 species (dependent on canopy type):
                                                                 | Canopy types
Nr  Name                Mw      MG20_MAP  MG20_NAM       CTM_MAP | 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16
-----------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------
001 'isoprene'           68.12  1         'ISOP'          20       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
002 'myrcene'           136.23  2         'MYRC'         283       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
003 'sabinene'          136.23  3         'SABI'         284       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
004 'limonene'          136.23  4         'LIMO'         282       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
005 'carene_3'          136.23  5         'A_3CAR'       285       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
006 'ocimene_t_b'       136.23  6         'OCIM'         286       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
007 'pinene_b'          136.23  7         'BPIN'         281       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
008 'pinene_a'          136.23  8         'APIN'         280       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
009 'A_2met_styrene'    132.20  9         'OMTP'          12       0.00600 0.00600 0.00600 0.01100 0.01100 0.01100 0.01100 0.01100 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01000 0.01000
010 'cymene_p'          134.22  9         'OMTP'          12       0.05500 0.05500 0.05500 0.05700 0.05700 0.05700 0.05700 0.05700 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
011 'cymene_o'          134.22  9         'OMTP'          12       0.01700 0.01700 0.01700 0.03400 0.03400 0.03400 0.03400 0.03400 0.02800 0.02800 0.02800 0.03100 0.03100 0.03100 0.03100 0.03100
012 'phellandrene_a'    136.23  9         'OMTP'           0       0.05500 0.05500 0.05500 0.04600 0.04600 0.04600 0.04600 0.04600 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
013 'thujene_a'         136.23  9         'OMTP'           0       0.03300 0.03300 0.03300 0.01100 0.01100 0.01100 0.01100 0.01100 0.03700 0.03700 0.03700 0.04200 0.04200 0.04200 0.04200 0.04200
014 'terpinene_a'       136.23  9         'OMTP'         288       0.05500 0.05500 0.05500 0.05700 0.05700 0.05700 0.05700 0.05700 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
015 'terpinene_g'       136.23  9         'OMTP'         288       0.05500 0.05500 0.05500 0.05700 0.05700 0.05700 0.05700 0.05700 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
016 'terpinolene'       136.23  9         'OMTP'         287       0.06700 0.06700 0.06700 0.05700 0.05700 0.05700 0.05700 0.05700 0.05500 0.05500 0.05500 0.06200 0.06200 0.06200 0.06200 0.06200
017 'phellandrene_b'    136.23  9         'OMTP'           0       0.16000 0.16000 0.16000 0.05700 0.05700 0.05700 0.05700 0.05700 0.09200 0.09200 0.09200 0.10400 0.10400 0.10400 0.10400 0.10400
018 'camphene'          136.23  9         'OMTP'           0       0.24800 0.24800 0.24800 0.18000 0.18000 0.18000 0.18000 0.18000 0.18600 0.18600 0.18600 0.14600 0.14600 0.14600 0.14600 0.14600
019 'bornene'           136.23  9         'OMTP'           0       0.00500 0.00500 0.00500 0.01000 0.01000 0.01000 0.01000 0.01000 0.00800 0.00800 0.00800 0.00800 0.00800 0.00800 0.00800 0.00800
020 'fenchene_a'        136.23  9         'OMTP'           0       0.00200 0.00200 0.00200 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00400 0.00400 0.00400 0.00400 0.00400
021 'ocimene_al'        136.23  9         'OMTP'         286       0.00600 0.00600 0.00600 0.01100 0.01100 0.01100 0.01100 0.01100 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01000 0.01000
022 'ocimene_c_b'       136.23  9         'OMTP'         286       0.02200 0.02200 0.02200 0.04600 0.04600 0.04600 0.04600 0.04600 0.03700 0.03700 0.03700 0.04200 0.04200 0.04200 0.04200 0.04200
023 'tricyclene'        136.23  9         'OMTP'           0       0.00600 0.00600 0.00600 0.01100 0.01100 0.01100 0.01100 0.01100 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01000 0.01000
024 'estragole'         148.20  9         'OMTP'           0       0.00200 0.00200 0.00200 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00400 0.00400 0.00400 0.00400 0.00400
025 'camphor'           152.23  9         'OMTP'         291       0.03300 0.03300 0.03300 0.03400 0.03400 0.03400 0.03400 0.03400 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
026 'fenchone'          152.23  9         'OMTP'         291       0.00600 0.00600 0.00600 0.01100 0.01100 0.01100 0.01100 0.01100 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01000 0.01000
027 'piperitone'        152.23  9         'OMTP'         291       0.00200 0.00200 0.00200 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00300 0.00400 0.00400 0.00400 0.00400 0.00400
028 'thujone_a'         152.23  9         'OMTP'         291       0.02800 0.02800 0.02800 0.01100 0.01100 0.01100 0.01100 0.01100 0.04600 0.04600 0.04600 0.04200 0.04200 0.04200 0.04200 0.04200
029 'thujone_b'         152.23  9         'OMTP'         291       0.00600 0.00600 0.00600 0.00200 0.00200 0.00200 0.00200 0.00200 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01000 0.01000
030 'cineole_1_8'       154.25  9         'OMTP'         289       0.01100 0.01100 0.01100 0.05700 0.05700 0.05700 0.05700 0.05700 0.03700 0.03700 0.03700 0.04200 0.04200 0.04200 0.04200 0.04200
031 'borneol'           154.25  9         'OMTP'         289       0.00400 0.00400 0.00400 0.00800 0.00800 0.00800 0.00800 0.00800 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600
032 'linalool'          154.25  9         'OMTP'         289       0.06000 0.06000 0.06000 0.13800 0.13800 0.13800 0.13800 0.13800 0.11100 0.11100 0.11100 0.12500 0.12500 0.12500 0.12500 0.12500
033 'terpineol_4'       154.25  9         'OMTP'         289       0.00300 0.00300 0.00300 0.00700 0.00700 0.00700 0.00700 0.00700 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600
034 'terpineol_a'       154.25  9         'OMTP'         289       0.01700 0.01700 0.01700 0.03400 0.03400 0.03400 0.03400 0.03400 0.02800 0.02800 0.02800 0.03100 0.03100 0.03100 0.03100 0.03100
035 'linalool_OXD_c'    170.25  9         'OMTP'           0       0.00300 0.00300 0.00300 0.00700 0.00700 0.00700 0.00700 0.00700 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600
036 'linalool_OXD_t'    170.25  9         'OMTP'           0       0.01700 0.01700 0.01700 0.03000 0.03000 0.03000 0.03000 0.03000 0.02400 0.02400 0.02400 0.02700 0.02700 0.02700 0.02700 0.02700
037 'ionone_b'          192.30  9         'OMTP'          50       0.00100 0.00100 0.00100 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200
038 'bornyl_ACT'        196.29  9         'OMTP'           0       0.00300 0.00300 0.00300 0.00100 0.00100 0.00100 0.00100 0.00100 0.00300 0.00300 0.00300 0.00200 0.00200 0.00200 0.00200 0.00200
039 'farnescene_a'      204.35  10        'FARN'         290       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
040 'caryophyllene_b'   204.35  11        'BCAR'         290       1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
041 'acoradiene'        204.35  12        'OQST'         290       0.01600 0.01600 0.01600 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.02200 0.02200 0.02200 0.02200 0.02200
042 'aromadendrene'     204.35  12        'OQST'         290       0.00600 0.00600 0.00600 0.00700 0.00700 0.00700 0.00700 0.00700 0.00800 0.00800 0.00800 0.01100 0.01100 0.01100 0.01100 0.01100
043 'bergamotene_a'     204.35  12        'OQST'         290       0.14400 0.14400 0.14400 0.08400 0.08400 0.08400 0.08400 0.08400 0.09600 0.09600 0.09600 0.09800 0.09800 0.09800 0.09800 0.09800
044 'bergamotene_b'     204.35  12        'OQST'         290       0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00500 0.00500 0.00500 0.00500 0.00500
045 'bisabolene_a'      204.35  12        'OQST'         290       0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00500 0.00500 0.00500 0.00500 0.00500
046 'bisabolene_b'      204.35  12        'OQST'         290       0.12000 0.12000 0.12000 0.05600 0.05600 0.05600 0.05600 0.05600 0.06700 0.06700 0.06700 0.07700 0.07700 0.07700 0.07700 0.07700
047 'bourbonene_b'      204.35  12        'OQST'         290       0.02400 0.02400 0.02400 0.02800 0.02800 0.02800 0.02800 0.02800 0.02900 0.02900 0.02900 0.03300 0.03300 0.03300 0.03300 0.03300
048 'cadinene_d'        204.35  12        'OQST'         290       0.01200 0.01200 0.01200 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01600 0.01600 0.01600 0.01600 0.01600
049 'cadinene_g'        204.35  12        'OQST'         290       0.00800 0.00800 0.00800 0.00900 0.00900 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01100 0.01100 0.01100 0.01100 0.01100
050 'cedrene_a'         204.35  12        'OQST'         290       0.00500 0.00500 0.00500 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00600 0.00500 0.00500 0.00500 0.00500 0.00500
051 'copaene_a'         204.35  12        'OQST'         290       0.00800 0.00800 0.00800 0.00900 0.00900 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01100 0.01100 0.01100 0.01100 0.01100
052 'cubebene_a'        204.35  12        'OQST'         290       0.01200 0.01200 0.01200 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01400 0.01600 0.01600 0.01600 0.01600 0.01600
053 'cubebene_b'        204.35  12        'OQST'         290       0.00800 0.00800 0.00800 0.00900 0.00900 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01100 0.01100 0.01100 0.01100 0.01100
054 'elemene_b '        204.35  12        'OQST'         290       0.01600 0.01600 0.01600 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.01900 0.02200 0.02200 0.02200 0.02200 0.02200
055 'farnescene_b'      204.35  12        'OQST'         290       0.23400 0.23400 0.23400 0.27600 0.27600 0.27600 0.27600 0.27600 0.28500 0.28500 0.28500 0.22400 0.22400 0.22400 0.22400 0.22400
056 'germacrene_B'      204.35  12        'OQST'         290       0.00800 0.00800 0.00800 0.00900 0.00900 0.00900 0.00900 0.00900 0.01000 0.01000 0.01000 0.01100 0.01100 0.01100 0.01100 0.01100
057 'germacrene_D'      204.35  12        'OQST'         290       0.02400 0.02400 0.02400 0.02800 0.02800 0.02800 0.02800 0.02800 0.02900 0.02900 0.02900 0.03300 0.03300 0.03300 0.03300 0.03300
058 'gurjunene_b'       204.35  12        'OQST'         290       0.00400 0.00400 0.00400 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500 0.00500
059 'humulene_a'        204.35  12        'OQST'         290       0.19900 0.19900 0.19900 0.13900 0.13900 0.13900 0.13900 0.13900 0.17200 0.17200 0.17200 0.16400 0.16400 0.16400 0.16400 0.16400
060 'humulene_g'        204.35  12        'OQST'         290       0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00200 0.00500 0.00500 0.00500 0.00500 0.00500
